"","x"
"1881","La Estrella, Ciudad de Buenos Aires"
"1882","La Casona Del Griego, Ciudad de Buenos Aires"
"1883","Bella Italia Cafe &amp; Bar, Ciudad de Buenos Aires"
"1884","El Inicio, Ciudad de Buenos Aires"
"1885","El timón de Don Jesús, Ciudad de Buenos Aires"
"1886","La Tasca del Maipo, Ciudad de Buenos Aires"
"1887","Cafe des Art, Ciudad de Buenos Aires"
"1888","la Guapa Cantina, Ciudad de Buenos Aires"
"1889","Distrito Burger, Ciudad de Buenos Aires"
"1890","Citrino, Ciudad de Buenos Aires"
"1891","Urban Crepe, Ciudad de Buenos Aires"
"1892","Don Vicente, Ciudad de Buenos Aires"
"1893","Club Cultural Matienzo, Ciudad de Buenos Aires"
"1894","Dachs Hot Dog &amp; Craft Beer, Ciudad de Buenos Aires"
"1895","Belushi, Ciudad de Buenos Aires"
"1896","Balola, Ciudad de Buenos Aires"
"1897","La Rita al dente, Ciudad de Buenos Aires"
"1898","Casa Telma, Ciudad de Buenos Aires"
"1899","Mian, Ciudad de Buenos Aires"
"1900","Kentucky, Ciudad de Buenos Aires"
"1901","Memé Mimí, Ciudad de Buenos Aires"
"1902","Casa Babel Bistro, Ciudad de Buenos Aires"
"1903","Fiorenza, Ciudad de Buenos Aires"
"1904","Pizzeria Mandiyu, Ciudad de Buenos Aires"
"1905","Presaggio, Ciudad de Buenos Aires"
"1906","Le Blé, Ciudad de Buenos Aires"
"1907","El Chillen, Ciudad de Buenos Aires"
"1908","El Batacazo Morfi, Ciudad de Buenos Aires"
"1909","Social Sushi Izakaya, Ciudad de Buenos Aires"
"1910","Estación 628, Ciudad de Buenos Aires"
"1911","Almacén de Pizzas, Ciudad de Buenos Aires"
"1912","Aloha, Ciudad de Buenos Aires"
"1913","Niji Izakaya Bistró japonés, Ciudad de Buenos Aires"
"1914","Istria, Ciudad de Buenos Aires"
"1915","Rapa Nui, Ciudad de Buenos Aires"
"1916","Limina Resto, Ciudad de Buenos Aires"
"1917","El Anden, Ciudad de Buenos Aires"
"1918","Lo de Cholo Cerveceria Artesanal, Ciudad de Buenos Aires"
"1919","Makena Cantina Club, Ciudad de Buenos Aires"
"1920","Haysam, Ciudad de Buenos Aires"
"1921","Holy Burgirls, Ciudad de Buenos Aires"
"1922","Pikito, Ciudad de Buenos Aires"
"1923","The Irish House, Ciudad de Buenos Aires"
"1924","Regent, Ciudad de Buenos Aires"
"1925","Kevin Bacon, Ciudad de Buenos Aires"
"1926","Patisserie Francaise, Ciudad de Buenos Aires"
"1927","La Guapa Cantina, Ciudad de Buenos Aires"
"1928","Vicente, Ciudad de Buenos Aires"
"1929","Sushi Time Express, Ciudad de Buenos Aires"
"1930","CE Design Club Lounge Bar, Ciudad de Buenos Aires"
"1931","Mis Nietas Cantina &amp; Cerveceria, Ciudad de Buenos Aires"
"1932","Pepper Restobar, Ciudad de Buenos Aires"
"1933","El Barba, Ciudad de Buenos Aires"
"1934","Taco Box Devoto, Ciudad de Buenos Aires"
"1935","Swami Caballito, Ciudad de Buenos Aires"
"1936","Beersel, Ciudad de Buenos Aires"
"1937","Bronx, Ciudad de Buenos Aires"
"1938","Lucciano's Devoto, Ciudad de Buenos Aires"
"1939","Jornal, Ciudad de Buenos Aires"
"1940","Cantegril Parrilla Restaurante, Ciudad de Buenos Aires"
"1941","Confiteria la Antigua Bologna, Ciudad de Buenos Aires"
"1942","La Juana, Ciudad de Buenos Aires"
"1943","Parrilla Dona Tota, Ciudad de Buenos Aires"
"1944","PIPPO Parana, Ciudad de Buenos Aires"
"1945","Club Portugues, Ciudad de Buenos Aires"
"1946","Vinos de Culto Bistró - Wine Bar, Ciudad de Buenos Aires"
"1947","Honorio Resto &amp; Coffee, Ciudad de Buenos Aires"
"1948","Rosty Bar, Ciudad de Buenos Aires"
"1949","Cacio &amp; Pepe, Ciudad de Buenos Aires"
"1950","Punto y Banca, Ciudad de Buenos Aires"
"1951","Tres Monos, Ciudad de Buenos Aires"
"1952","La Mazza Pizza a la Piedra, Ciudad de Buenos Aires"
"1953","Oslo, Ciudad de Buenos Aires"
"1954","Nataria Portuguesa, Ciudad de Buenos Aires"
"1955","Temple Craft Recolet, Ciudad de Buenos Aires"
"1956","Circulo de Salvavidas, Ciudad de Buenos Aires"
"1957","Zoe Pizza and Cafe, Ciudad de Buenos Aires"
"1958","Casablanca Restaurante Y Confiteria, Ciudad de Buenos Aires"
"1959","Cervelar, Ciudad de Buenos Aires"
"1960","Negu, Ciudad de Buenos Aires"
"1961","Impala del Parque, Ciudad de Buenos Aires"
"1962","Schuster Catering, Ciudad de Buenos Aires"
"1963","TuArepa.com, Ciudad de Buenos Aires"
"1964","Leva Cucina &amp; co., Ciudad de Buenos Aires"
"1965","Cafe Montserrat, Ciudad de Buenos Aires"
"1966","Juana De Oro, Ciudad de Buenos Aires"
"1967","Los Broncos, Ciudad de Buenos Aires"
"1968","Pizza Viva, Ciudad de Buenos Aires"
"1969","Suevia Confiteria, Ciudad de Buenos Aires"
"1970","Pekin Restaurante, Ciudad de Buenos Aires"
"1971","Il Posto Mercato, Ciudad de Buenos Aires"
"1972","La Hija del Carnicero, Ciudad de Buenos Aires"
"1973","Kraken Bar, Ciudad de Buenos Aires"
"1974","Sin Embargo, Ciudad de Buenos Aires"
"1975","Chido, Ciudad de Buenos Aires"
"1976","Taco Box, Ciudad de Buenos Aires"
"1977","Sumaq Sangucheria Italo Peruana, Ciudad de Buenos Aires"
"1978","Avila Food, Ciudad de Buenos Aires"
"1979","Taco Box, Ciudad de Buenos Aires"
"1980","Santa Cebada, Ciudad de Buenos Aires"
"1981","Mesón Navarro, Ciudad de Buenos Aires"
"1982","Zen Tea Sushi Nikkei, Ciudad de Buenos Aires"
"1983","Amalur, Ciudad de Buenos Aires"
"1984","Conquer, Ciudad de Buenos Aires"
"1985","Piso Nueve, Ciudad de Buenos Aires"
"1986","Garden, Ciudad de Buenos Aires"
"1987","estela szyd, Ciudad de Buenos Aires"
"1988","La Despensa, Ciudad de Buenos Aires"
"1989","Aromi, Ciudad de Buenos Aires"
"1990","Ameno, Ciudad de Buenos Aires"
"1991","Berna Brothers, Ciudad de Buenos Aires"
"1992","Caffeine, Ciudad de Buenos Aires"
"1993","La Adorada, Ciudad de Buenos Aires"
"1994","The Little Bar, Ciudad de Buenos Aires"
"1995","Punta Cuore, Ciudad de Buenos Aires"
"1996","Patagones, Ciudad de Buenos Aires"
"1997","PANINI, Ciudad de Buenos Aires"
"1998","Tercer Tiempo I, Ciudad de Buenos Aires"
"1999","La Parrilla De Dieguito, Ciudad de Buenos Aires"
"2000","Starbucks, Ciudad de Buenos Aires"
"2001","Almacen de Pizzas, Ciudad de Buenos Aires"
"2002","La Rosadita, Ciudad de Buenos Aires"
"2003","Heladeria Cheiro, Ciudad de Buenos Aires"
"2004","Mojitos de Cuba, Ciudad de Buenos Aires"
"2005","Gustado’s, Ciudad de Buenos Aires"
"2006","Pizza Vegana, Ciudad de Buenos Aires"
"2007","Beerlabs, Ciudad de Buenos Aires"
"2008","La Diosa, Ciudad de Buenos Aires"
"2009","El Lírico, Ciudad de Buenos Aires"
"2010","Ritz Confiteria &amp; Cafe, Ciudad de Buenos Aires"
"2011","Esquina Carlos Gardel Cena Show, Ciudad de Buenos Aires"
"2012","Asian, Ciudad de Buenos Aires"
"2013","All That Food, Ciudad de Buenos Aires"
"2014","Helados Munchi's, Ciudad de Buenos Aires"
"2015","Vico Wine Bar Palermo, Ciudad de Buenos Aires"
"2016","Pekin Bar de Pizza, Ciudad de Buenos Aires"
"2017","Lumiere, Ciudad de Buenos Aires"
"2018","Conrado resto, Ciudad de Buenos Aires"
"2019","El viejo Derby, Ciudad de Buenos Aires"
"2020","The BARBEER, Ciudad de Buenos Aires"
"2021","La Cucina di Unione, Ciudad de Buenos Aires"
"2022","Adela Vintage, Ciudad de Buenos Aires"
"2023","El Facón Grill, Ciudad de Buenos Aires"
"2024","Restaurant La Curva, Ciudad de Buenos Aires"
"2025","Corte Carniceria, Ciudad de Buenos Aires"
"2026","Vinotinto Cocina Andante, Ciudad de Buenos Aires"
"2027","Cafe Urbano, Ciudad de Buenos Aires"
"2028","Chocorisimo, Ciudad de Buenos Aires"
"2029","Kramer Bierhaus, Ciudad de Buenos Aires"
"2030","Lindo Jardin, Ciudad de Buenos Aires"
"2031","Zensitivo Espacio Gourmet, Ciudad de Buenos Aires"
"2032","Via Verde, Ciudad de Buenos Aires"
"2033","Las Medialunas Del Abuelo, Ciudad de Buenos Aires"
"2034","Clot, Ciudad de Buenos Aires"
"2035","El Recinto, Ciudad de Buenos Aires"
"2036","Subway San Telmo, Ciudad de Buenos Aires"
"2037","El Globito, Ciudad de Buenos Aires"
"2038","Hoy Cocina El Capitán, Ciudad de Buenos Aires"
"2039","Mimicha, Ciudad de Buenos Aires"
"2040","El Autentico Club de La Salchicha Alemana, Ciudad de Buenos Aires"
"2041","Tertulia, Ciudad de Buenos Aires"
"2042","Centenario, Ciudad de Buenos Aires"
"2043","Tres Dragones, Ciudad de Buenos Aires"
"2044","Ravens Craft Beer, Ciudad de Buenos Aires"
"2045","So Bagel, Ciudad de Buenos Aires"
"2046","Bartola, Ciudad de Buenos Aires"
"2047","Cooking Time, Ciudad de Buenos Aires"
"2048","El Creador, Ciudad de Buenos Aires"
"2049","Strada, Ciudad de Buenos Aires"
"2050","La Junta, Ciudad de Buenos Aires"
"2051","Bad Toro, Ciudad de Buenos Aires"
"2052","Tónico Café, Ciudad de Buenos Aires"
"2053","Urbe bar, Ciudad de Buenos Aires"
"2054","Franky Gourmet Hotdogs, Ciudad de Buenos Aires"
"2055","Siete Cafe Urbano, Ciudad de Buenos Aires"
"2056","Dunkel, Ciudad de Buenos Aires"
"2057","Arrabal Cantina Moderna, Ciudad de Buenos Aires"
"2058","Own Grand Palermo Soho Resto, Ciudad de Buenos Aires"
"2059","El Ombu, Ciudad de Buenos Aires"
"2060","Brauhaus Vier, Ciudad de Buenos Aires"
"2061","Pizzería Las Palmas, Ciudad de Buenos Aires"
"2062","La Birreria, Ciudad de Buenos Aires"
"2063","Güena Yunta Resto Bar, Ciudad de Buenos Aires"
"2064","Miño, Ciudad de Buenos Aires"
"2065","Stop &amp; Go, Ciudad de Buenos Aires"
"2066","Hipolito 786, Ciudad de Buenos Aires"
"2067","Rancho In, Ciudad de Buenos Aires"
"2068","Mama Racha Resto &amp; Bar, Ciudad de Buenos Aires"
"2069","Taco N Todo, Ciudad de Buenos Aires"
"2070","Freakin Sushi, Ciudad de Buenos Aires"
"2071","Los Viejos Ombues, Ciudad de Buenos Aires"
"2072","Casa Feliz, Ciudad de Buenos Aires"
"2073","Haru Sushi, Ciudad de Buenos Aires"
"2074","Matilde Casa de Te, Ciudad de Buenos Aires"
"2075","Pasadena, Ciudad de Buenos Aires"
"2076","Demashk, Ciudad de Buenos Aires"
"2077","Del Socorro, Ciudad de Buenos Aires"
"2078","Pura Cepa, Ciudad de Buenos Aires"
"2079","Tres Tres Tres, Ciudad de Buenos Aires"
"2080","La Mantequería, Ciudad de Buenos Aires"
"2081","Esquina Taki, Ciudad de Buenos Aires"
"2082","Coya, Ciudad de Buenos Aires"
"2083","La Birra Bar Villa Crespo, Ciudad de Buenos Aires"
"2084","Subway, Ciudad de Buenos Aires"
"2085","Marlon Resto Bar, Ciudad de Buenos Aires"
"2086","Torre Paris, Ciudad de Buenos Aires"
"2087","Pizzeria El Barrilete, Ciudad de Buenos Aires"
"2088","Y La Vaca Chocha, Ciudad de Buenos Aires"
"2089","Divino Budín, Ciudad de Buenos Aires"
"2090","Al Fares, Ciudad de Buenos Aires"
"2091","El Gorrion Negro, Ciudad de Buenos Aires"
"2092","El Torito de Villa Crespo, Ciudad de Buenos Aires"
"2093","Hestia, Ciudad de Buenos Aires"
"2094","Mala Cara, Ciudad de Buenos Aires"
"2095","Croque Madame Villa Crespo, Ciudad de Buenos Aires"
"2096","Lo de Carlitos Villa Crespo, Ciudad de Buenos Aires"
"2097","Otisushi, Ciudad de Buenos Aires"
"2098","Siero y Norena, Ciudad de Buenos Aires"
"2099","El Gran Chiche, Ciudad de Buenos Aires"
"2100","Ditalia, Ciudad de Buenos Aires"
"2101","Resto El Pato Loco, Ciudad de Buenos Aires"
"2102","Garrison Bar, Ciudad de Buenos Aires"
"2103","Le Blé, Ciudad de Buenos Aires"
"2104","Solomía Parrilla, Ciudad de Buenos Aires"
"2105","Naturaleza Divina, Ciudad de Buenos Aires"
"2106","Restaurante NH Collection Crillon, Ciudad de Buenos Aires"
"2107","Enitma Café Reserva Gourmet, Ciudad de Buenos Aires"
"2108","Mole Tacos Fonda Mexicana, Ciudad de Buenos Aires"
"2109","Cafe de los Caminantes, Ciudad de Buenos Aires"
"2110","Posada de Virreyes, Doña Catalina, Ciudad de Buenos Aires"
"2111","Viandas Nutra, Ciudad de Buenos Aires"
"2112","Esquina Homero Manzi, Ciudad de Buenos Aires"
"2113","Poker, Ciudad de Buenos Aires"
"2114","Fu-King Bar, Ciudad de Buenos Aires"
"2115","The Steve, Ciudad de Buenos Aires"
"2116","On tap Barcelona, Ciudad de Buenos Aires"
"2117","El Benny, Ciudad de Buenos Aires"
"2118","Lateral Grill, Ciudad de Buenos Aires"
"2119","EGO'S, Ciudad de Buenos Aires"
"2120","La Maison, Ciudad de Buenos Aires"
"2121","Sushi Kento, Ciudad de Buenos Aires"
"2122","Hotel ritz, Ciudad de Buenos Aires"
"2123","Lumière, Ciudad de Buenos Aires"
"2124","Spangher, Ciudad de Buenos Aires"
"2125","Clarisimo, Ciudad de Buenos Aires"
"2126","Gorlami Bar Cultural, Ciudad de Buenos Aires"
"2127","Del Amanecer, Ciudad de Buenos Aires"
"2128","Sunderland Club, Ciudad de Buenos Aires"
"2129","Gardel de Buenos Aires, Ciudad de Buenos Aires"
"2130","Lucciano's Rosedal Station, Ciudad de Buenos Aires"
"2131","Órale Juanito, Ciudad de Buenos Aires"
"2132","Cervecería Charlone, Ciudad de Buenos Aires"
"2133","Le Ble, Ciudad de Buenos Aires"
"2134","Cervelar, Ciudad de Buenos Aires"
"2135","Sera Bar, Ciudad de Buenos Aires"
"2136","Bora Sushi, Ciudad de Buenos Aires"
"2137","Café Bar Defensa, Ciudad de Buenos Aires"
"2138","Los Garcia, Ciudad de Buenos Aires"
"2139","Walker, Ciudad de Buenos Aires"
"2140","Gamberro Rotisería, Ciudad de Buenos Aires"
"2141","El Bambú, Ciudad de Buenos Aires"
"2142","Empanadas Gourmet, Ciudad de Buenos Aires"
"2143","LA MATERINA, Ciudad de Buenos Aires"
"2144","Midi, Ciudad de Buenos Aires"
"2145","Pizzería El Padrino, Ciudad de Buenos Aires"
"2146","Lekker Smokehouse, Ciudad de Buenos Aires"
"2147","La Casuela De Tato, Ciudad de Buenos Aires"
"2148","La Farola Express- Villa Devoto, Ciudad de Buenos Aires"
"2149","Musicleta Resto + Bar y Musica en vivo, Ciudad de Buenos Aires"
"2150","Kafa and Deli, Ciudad de Buenos Aires"
"2151","Mi Consuelo, Ciudad de Buenos Aires"
"2152","PRATA, Ciudad de Buenos Aires"
"2153","Mamani, Ciudad de Buenos Aires"
"2154","Al Pilar Restaurant, Ciudad de Buenos Aires"
"2155","Eat, Ciudad de Buenos Aires"
"2156","Morriña Porteña, Ciudad de Buenos Aires"
"2157","Mon Cheff, Ciudad de Buenos Aires"
"2158","Vittorio, Ciudad de Buenos Aires"
"2159","La Calle Bar, Ciudad de Buenos Aires"
"2160","La Corvina, Ciudad de Buenos Aires"
"2161","La Esquina del Fatay, Ciudad de Buenos Aires"
"2162","Damiana, Ciudad de Buenos Aires"
"2163","Santos Vega, Ciudad de Buenos Aires"
"2164","Los Amigos, Ciudad de Buenos Aires"
"2165","Antonia Trattoria, Ciudad de Buenos Aires"
"2166","Madrí, Ciudad de Buenos Aires"
"2167","I Love Arepa, Ciudad de Buenos Aires"
"2168","Ciro Bar Cafe, Ciudad de Buenos Aires"
"2169","Pepper, Ciudad de Buenos Aires"
"2170","Don Antonio Helados, Ciudad de Buenos Aires"
"2171","Peña La Morena, Ciudad de Buenos Aires"
"2172","Vidana, Ciudad de Buenos Aires"
"2173","Tres, Ciudad de Buenos Aires"
"2174","Pizzeria San Pedro, Ciudad de Buenos Aires"
"2175","Bataxa, Ciudad de Buenos Aires"
"2176","Cafe De La U, Ciudad de Buenos Aires"
"2177","La divina comedia, Ciudad de Buenos Aires"
"2178","Viejo Bar, Ciudad de Buenos Aires"
"2179","AIRES DE PATAGONIA, Ciudad de Buenos Aires"
"2180","La Cavada, Ciudad de Buenos Aires"
"2181","San Miguel Pizza, Ciudad de Buenos Aires"
"2182","Restaurante Central Liceo Naval, Ciudad de Buenos Aires"
"2183","La Palomina, Ciudad de Buenos Aires"
"2184","L'Inferno Pizzicheria, Ciudad de Buenos Aires"
"2185","Tucson Obelisco, Ciudad de Buenos Aires"
"2186","Las Mazorcas, Ciudad de Buenos Aires"
"2187","Ugi’s, Ciudad de Buenos Aires"
"2188","Victoria Cream, Ciudad de Buenos Aires"
"2189","Lupita, Ciudad de Buenos Aires"
"2190","Baradentro Gin Tonic Club, Ciudad de Buenos Aires"
"2191","Chori, Ciudad de Buenos Aires"
"2192","Sushi Club, Ciudad de Buenos Aires"
"2193","Mamitita, Ciudad de Buenos Aires"
"2194","647 Dinner Club, Ciudad de Buenos Aires"
"2195","Le Troquet de Henry, Ciudad de Buenos Aires"
"2196","Opiparo, Ciudad de Buenos Aires"
"2197","Dietetica Cordoba, Ciudad de Buenos Aires"
"2198","Kentucky, Ciudad de Buenos Aires"
"2199","Parrilla Campo Chico, Ciudad de Buenos Aires"
"2200","Abocado Cantina, Ciudad de Buenos Aires"
"2201","Cocina Orillera, Ciudad de Buenos Aires"
"2202","Parrilla El Rutero, Ciudad de Buenos Aires"
"2203","Viva Victoria, Ciudad de Buenos Aires"
"2204","Cusca Risun Resto Bar Cultural, Ciudad de Buenos Aires"
"2205","Siga La Vaca Express, Ciudad de Buenos Aires"
"2206","Despensa Pampa, Ciudad de Buenos Aires"
"2207","HELADERIA LA STESSA VENEZIA, Ciudad de Buenos Aires"
"2208","Spiga, Ciudad de Buenos Aires"
"2209","Wild Ranch, Ciudad de Buenos Aires"
"2210","Porto Pizza, Ciudad de Buenos Aires"
"2211","McDonald's, Ciudad de Buenos Aires"
"2212","Fiera, Ciudad de Buenos Aires"
"2213","Delgado Confiteria, Ciudad de Buenos Aires"
"2214","Pentos Colegiales, Ciudad de Buenos Aires"
"2215","Solera Pizza Restaurante Cafe, Ciudad de Buenos Aires"
"2216","Knowhere Collectibles Café, Ciudad de Buenos Aires"
"2217","Mayarì Café y Sabor, Ciudad de Buenos Aires"
"2218","Share Resto &amp; Bar, Ciudad de Buenos Aires"
"2219","Lo de Lalo, Ciudad de Buenos Aires"
"2220","Giuliano, Ciudad de Buenos Aires"
"2221","Cambalache, Ciudad de Buenos Aires"
"2222","La Lomita de Nunez, Ciudad de Buenos Aires"
"2223","Kokoro Sushi, Ciudad de Buenos Aires"
"2224","Levitar, Ciudad de Buenos Aires"
"2225","Dubliners, Ciudad de Buenos Aires"
"2226","Ramiro Carnes Asadas, Ciudad de Buenos Aires"
"2227","Placido CAFE BAR, Ciudad de Buenos Aires"
"2228","Restaurant Cilantro, Ciudad de Buenos Aires"
"2229","Maluco Beleza, Ciudad de Buenos Aires"
"2230","Cafe Sibarita, Ciudad de Buenos Aires"
"2231","Azteca, Ciudad de Buenos Aires"
"2232","Gatsby, Ciudad de Buenos Aires"
"2233","Poe, Ciudad de Buenos Aires"
"2234","La Leyenda, Ciudad de Buenos Aires"
"2235","Birkin Coffee Bar, Ciudad de Buenos Aires"
"2236","The Stand, Ciudad de Buenos Aires"
"2237","Al Árabe, Ciudad de Buenos Aires"
"2238","Kiboo Sake Bar, Ciudad de Buenos Aires"
"2239","Mito Mercato, Ciudad de Buenos Aires"
"2240","Vicente pastas, Ciudad de Buenos Aires"
"2241","El Huracan, Ciudad de Buenos Aires"
"2242","La Panera Rosa, Ciudad de Buenos Aires"
"2243","Extrawurst, Ciudad de Buenos Aires"
"2244","El Café de Marco, Ciudad de Buenos Aires"
"2245","Kaizen, Ciudad de Buenos Aires"
"2246","Miramar, Ciudad de Buenos Aires"
"2247","Euro, Ciudad de Buenos Aires"
"2248","Parrilla La Lomita, Ciudad de Buenos Aires"
"2249","Rocket, Ciudad de Buenos Aires"
"2250","La Rabona, Ciudad de Buenos Aires"
"2251","Wecabbeer Random Bar, Ciudad de Buenos Aires"
"2252","Loving Cook, Ciudad de Buenos Aires"
"2253","Dashi, Ciudad de Buenos Aires"
"2254","Francesca Restaurante, Ciudad de Buenos Aires"
"2255","Restaurante NH Collection Buenos Aires Lancaster, Ciudad de Buenos Aires"
"2256","Lo de Paka, Ciudad de Buenos Aires"
"2257","Club porteno buenos aires, Ciudad de Buenos Aires"
"2258","Vivaldi Libros Bar, Ciudad de Buenos Aires"
"2259","Ebro, Ciudad de Buenos Aires"
"2260","90 Grados, Ciudad de Buenos Aires"
"2261","Parrilla Al Carbon, Ciudad de Buenos Aires"
"2262","Williams Bar Cafe Bistro Vinoteca, Ciudad de Buenos Aires"
"2263","Artesano, Ciudad de Buenos Aires"
"2264","Asia Nikkei, Ciudad de Buenos Aires"
"2265","Santo Sabor, Ciudad de Buenos Aires"
"2266","Órale Juanito, Ciudad de Buenos Aires"
"2267","Home Deli Núñez, Ciudad de Buenos Aires"
"2268","Confiteria Norte, Ciudad de Buenos Aires"
"2269","Trastevere Trattoria, Ciudad de Buenos Aires"
"2270","The Temple House, Ciudad de Buenos Aires"
"2271","Big Food, Ciudad de Buenos Aires"
"2272","Avocado Company, Ciudad de Buenos Aires"
"2273","Le Nueva Gata, Ciudad de Buenos Aires"
"2274","El Patio de Mingo, Ciudad de Buenos Aires"
"2275","Pepper, Ciudad de Buenos Aires"
"2276","Fabric Sushi, Ciudad de Buenos Aires"
"2277","ApuNena, Ciudad de Buenos Aires"
"2278","Luna del Sur, Ciudad de Buenos Aires"
"2279","Pizzería El Pingüino, Ciudad de Buenos Aires"
"2280","Patagonia, Ciudad de Buenos Aires"
"2281","La Cava Del Abasto, Ciudad de Buenos Aires"
"2282","La Vieja Guarida, Ciudad de Buenos Aires"
"2283","El Conventillo Rosa, Ciudad de Buenos Aires"
"2284","SALÚ Club De Mesa Y Cocina, Ciudad de Buenos Aires"
"2285","Heiwa, Ciudad de Buenos Aires"
"2286","El Casco de Pacheco, Ciudad de Buenos Aires"
"2287","La Nueva San Agustin, Ciudad de Buenos Aires"
"2288","Iguanas Ranas Taberna Mexicana, Ciudad de Buenos Aires"
"2289","The Kunjib, Ciudad de Buenos Aires"
"2290","Quincho Santo Domingo, Ciudad de Buenos Aires"
"2291","La Empanadería, Ciudad de Buenos Aires"
"2292","Sinko, Ciudad de Buenos Aires"
"2293","lLOCOS DE ASAR, Ciudad de Buenos Aires"
"2294","Glück Cervecería Palermo, Ciudad de Buenos Aires"
"2295","La Esquina de Perillo, Ciudad de Buenos Aires"
"2296","Bar Guevar Restaurant, Ciudad de Buenos Aires"
"2297","Aintab Dun Union Patriotica Armenios de Aintab, Ciudad de Buenos Aires"
"2298","Komyun, Ciudad de Buenos Aires"
"2299","Pizzeria Plaza Plate, Ciudad de Buenos Aires"
"2300","Fratelli, Ciudad de Buenos Aires"
"2301","Cic Bar, Ciudad de Buenos Aires"
"2302","Bakano, Ciudad de Buenos Aires"
"2303","Noble y Natural, Ciudad de Buenos Aires"
"2304","Georgie’s Restaurant, Ciudad de Buenos Aires"
"2305","La Parrilla de Jesus, Ciudad de Buenos Aires"
"2306","Remember el Alamo, Ciudad de Buenos Aires"
"2307","Cosas Ricas Panaderia Y Confiteria, Ciudad de Buenos Aires"
"2308","Rufino, Ciudad de Buenos Aires"
"2309","Subway, Ciudad de Buenos Aires"
"2310","Gunther burguer &amp; biere, Ciudad de Buenos Aires"
"2311","Portal China, Ciudad de Buenos Aires"
"2312","Taco Box, Ciudad de Buenos Aires"
"2313","La Palita, Ciudad de Buenos Aires"
"2314","Tenedor Parrilla Libre, Ciudad de Buenos Aires"
